,ContactID,Created,Updated,Location,Campaign,SubFaculty,ProgramType,Status,StartDate,EndDate,LDA,TerminationDate,Gender,BirthDate,EducationLevel,Postal,PrimaryFunder,NetRevenue,EntranceExam,Period
331,8900,10/14/2019 6:49:00 PM,10/28/2021 8:16:15 PM,Springfield,Online App - Online App,Massage Therapy,Certificate,1.4 Complete,11/4/2019 12:00:00 AM,12/28/2020 12:00:00 AM,9/28/2020 12:00:00 AM,1/1/1900 12:00:00 AM,Female,3/5/1997 12:00:00 AM, N.A.,65802,Direct Parent Plus Loan (Federal),15777.0,17.0,Day
332,8554,1/31/2019 9:48:00 AM,9/23/2020 9:31:43 AM,Kansas City,Online App - Online App,Massage Therapy,Certificate,1.4 Complete,7/9/2019 12:00:00 AM,7/27/2020 12:00:00 AM,1/1/1900 12:00:00 AM,1/1/1900 12:00:00 AM,Male,5/26/1995 12:00:00 AM, N.A.,64055,Wellspring Loan Over 12 Months (School),16466.16,22.0,
333,8960,12/8/2019 4:11:00 PM,5/20/2021 9:30:19 AM,Kansas City,Google/PPC - Google/PPC,Massage Therapy,Certificate,1.4 Complete,1/6/2020 12:00:00 AM,12/10/2020 12:00:00 AM,12/5/2020 12:00:00 AM,1/1/1900 12:00:00 AM,Male,1/15/1987 12:00:00 AM, N.A.,64131,Wellspring Loan Under 12 Months (School),14806.0,22.0,
334,8866,8/26/2019 8:00:00 AM,11/8/2022 12:05:16 PM,Kansas City,Google/PPC - Google/PPC,Massage Therapy,Certificate,1.4 Complete,10/22/2019 12:00:00 AM,2/5/2021 12:00:00 AM,1/5/2021 12:00:00 AM,1/1/1900 12:00:00 AM,Female,12/27/2000 12:00:00 AM, N.A.,66212, N.A.,14806.0,18.0,
335,510695,1/1/1900 12:00:00 AM,6/6/2020 3:10:02 PM,Kansas City,Virtual Advisor - Career Training Readiness,Massage Therapy,Certificate,1.2w Withdrawn,7/10/2019 12:00:00 AM,1/1/1900 12:00:00 AM,1/1/1900 12:00:00 AM,8/5/2019 12:00:00 AM,Male,1/22/1996 12:00:00 AM, N.A.,64056, ,0.0,19.0,
336,8940,8/29/2019 4:06:48 PM,1/9/2022 1:56:23 PM,Kansas City, N.A. -  N.A.,Massage Therapy,Certificate,1.2w Withdrawn,1/6/2020 12:00:00 AM,11/9/2020 12:00:00 AM,1/1/1900 12:00:00 AM,11/9/2020 12:00:00 AM,Female,5/8/1973 12:00:00 AM, N.A.,66062,Cash / Check / Money Order (Personal),15870.0,,
337,9011,7/26/2019 7:35:00 AM,5/12/2021 11:49:50 AM,Kansas City,ER - Book a Tour - Website ,Massage Therapy,Certificate,1.4 Complete,2/18/2020 12:00:00 AM,1/21/2021 12:00:00 AM,1/12/2021 12:00:00 AM,1/1/1900 12:00:00 AM,Female,5/3/1984 12:00:00 AM, N.A.,64089,Wellspring Loan Over 12 Months (School),16586.68,17.0,
338,8874,8/26/2019 10:30:00 PM,1/11/2023 12:13:19 PM,Kansas City,Virtual Adviser - Virtual Adviser,Medical Assisting,Certificate,1.4 Complete,10/15/2019 12:00:00 AM,9/14/2020 12:00:00 AM,6/26/2020 12:00:00 AM,1/1/1900 12:00:00 AM,Female,1/13/2001 12:00:00 AM, N.A.,64012,Direct Unsubsidized Stafford Loan (Federal),14339.0,15.0,
339,8891,10/3/2019 7:34:00 PM,1/12/2021 12:45:15 PM,Kansas City,Virtual Adviser - Virtual Adviser,Medical Assisting,Certificate,1.4 Complete,1/6/2020 12:00:00 AM,12/18/2020 12:00:00 AM,9/4/2020 12:00:00 AM,1/1/1900 12:00:00 AM,Female,1/23/1998 12:00:00 AM, N.A.,64643,Wellspring Loan Over 12 Months (School),17070.0,18.0,
340,9006,1/12/2020 10:21:00 PM,11/30/2020 5:26:54 PM,Kansas City,Virtual Adviser - Virtual Adviser,Medical Assisting,Certificate,1.4 Complete,2/10/2020 12:00:00 AM,11/6/2020 12:00:00 AM,10/9/2020 12:00:00 AM,1/1/1900 12:00:00 AM,Female,8/12/1972 12:00:00 AM, N.A.,64070,Veterans Affairs (State),17484.0,23.0,
341,7423,3/13/2016 12:35:02 AM,6/6/2020 3:24:44 PM,Kansas City,Short Form - Short Form,Medical Assisting,Certificate,1.4 Complete,1/7/2020 12:00:00 AM,3/13/2020 12:00:00 AM,1/1/1900 12:00:00 AM,1/1/1900 12:00:00 AM,Female,3/19/1995 12:00:00 AM, N.A.,65337, N.A.,0.0,19.0,
342,8355,10/25/2018 11:06:03 AM,11/24/2021 8:02:04 AM,Kansas City,Practitioner - Practitioner,Medical Assisting,Certificate,1.4 Complete,10/14/2019 12:00:00 AM,5/1/2021 12:00:00 AM,5/1/2021 12:00:00 AM,1/1/1900 12:00:00 AM,Female,12/14/1977 12:00:00 AM, N.A.,66012,Direct Unsubsidized Stafford Loan (Federal),0.0,16.0,
343,8258,7/19/2011 4:15:34 PM,11/26/2019 4:33:04 PM,Kansas City,NASM - NASM,Fitness & Nutrition,Certificate,1.4 Complete,7/9/2019 12:00:00 AM,8/2/2019 12:00:00 AM,1/1/1900 12:00:00 AM,,Female,9/14/1975 12:00:00 AM, N.A.,66212, N.A.,15227.0,23.0,Day
344,155591,10/17/2019 10:10:25 AM,9/24/2020 3:22:45 PM,Kansas City,Google/PPC - Google/PPC,Fitness & Nutrition,Certificate,1.2w Withdrawn,2/11/2019 12:00:00 AM,7/27/2020 12:00:00 AM,1/1/1900 12:00:00 AM,9/9/2019 12:00:00 AM,Male,4/23/1995 12:00:00 AM, N.A.,64064, N.A.,12919.89,,Day
345,8547,1/16/2019 3:20:23 PM,6/4/2021 10:24:27 PM,Kansas City,Google/PPC - Google/PPC,Fitness & Nutrition,Certificate,1.2w Withdrawn,4/22/2019 12:00:00 AM,6/29/2020 12:00:00 AM,1/1/1900 12:00:00 AM,1/1/1900 12:00:00 AM,Female,7/3/1996 12:00:00 AM, N.A.,64012, N.A.,12919.89,26.0,Day
346,511099,1/1/1900 12:00:00 AM,9/24/2020 3:25:05 PM,Kansas City,ER - Book a Tour - Website ,Fitness & Nutrition,Certificate,1.4 Complete,7/2/2020 12:00:00 AM,7/23/2020 12:00:00 AM,1/1/1900 12:00:00 AM,1/1/1900 12:00:00 AM,Male,8/18/1996 12:00:00 AM, N.A.,66046, ,12919.89,21.0,Day
347,8851,7/15/2019 11:26:00 PM,1/9/2022 8:34:51 PM,Lawrence,ER - Book a Tour - Website ,Massage Therapy,Diploma,1.2w Withdrawn,10/21/2019 12:00:00 AM,1/1/1900 12:00:00 AM,11/4/2019 12:00:00 AM,11/15/2019 12:00:00 AM,Female,2/17/1976 12:00:00 AM, N.A.,66611,Direct Parent Plus Loan (Federal),1200.0,17.0,
348,8602,4/1/2019 9:37:00 PM,11/9/2020 12:38:04 PM,Lawrence,ER - Book a Tour - Website ,Massage Therapy,Diploma,1.4 Complete,10/21/2019 12:00:00 AM,11/9/2020 12:00:00 AM,11/9/2020 12:00:00 AM,1/1/1900 12:00:00 AM,Female,1/12/1982 12:00:00 AM,High School Graduate,66046,Pell Grant (Federal),17313.0,23.0,
349,8993,11/21/2019 9:59:00 AM,11/6/2020 12:59:09 PM,Lawrence,Virtual Adviser - Virtual Adviser,Massage Therapy,Diploma,1.2w Withdrawn,2/17/2020 12:00:00 AM,11/2/2020 12:00:00 AM,11/2/2020 12:00:00 AM,11/2/2020 12:00:00 AM,Female,4/30/1998 12:00:00 AM,High School Graduate,66044,Cash / Check / Money Order (Personal),17917.0,26.0,
350,9030,12/26/2019 9:56:00 PM,9/21/2021 11:38:18 PM,Lawrence,Short Form - Short Form,Massage Therapy,Diploma,1.2w Withdrawn,2/17/2020 12:00:00 AM,12/17/2020 12:00:00 AM,12/2/2020 12:00:00 AM,12/17/2020 12:00:00 AM,Female,4/2/2000 12:00:00 AM,High School Graduate,66046,Pell Grant (Federal),17313.0,19.0,
351,8627,4/16/2017 8:45:00 PM,7/21/2020 4:56:33 PM,Lawrence,Short Form - Short Form,Massage Therapy,Diploma,1.4 Complete,5/20/2019 12:00:00 AM,6/26/2020 12:00:00 AM,1/1/1900 12:00:00 AM,1/1/1900 12:00:00 AM,Female,4/30/1998 12:00:00 AM,High School Graduate,66080,Wellspring Loan Over 12 Months (School),15122.28,20.0,
352,8624,4/28/2019 7:11:00 PM,7/21/2020 4:57:18 PM,Lawrence,Short Form - Short Form,Massage Therapy,Diploma,1.4 Complete,5/20/2019 12:00:00 AM,6/26/2020 12:00:00 AM,1/1/1900 12:00:00 AM,1/1/1900 12:00:00 AM,Female,1/21/1989 12:00:00 AM,High School Graduate,64153,Direct Unsubsidized Stafford Loan (Federal),17010.0,28.0,
353,9029,1/7/2020 9:37:00 PM,3/3/2021 10:42:50 AM,Lawrence,Short Form - Short Form,Massage Therapy,Diploma,1.4 Complete,2/17/2020 12:00:00 AM,3/3/2021 12:00:00 AM,3/3/2021 12:00:00 AM,1/1/1900 12:00:00 AM,Female,5/4/2000 12:00:00 AM,High School Graduate,66061,Pell Grant (Federal),17917.0,18.0,
354,9021,10/19/2019 2:22:00 PM,6/2/2023 4:13:04 PM,Lawrence,Short Form - Short Form,Massage Therapy,Diploma,1.4 Complete,4/14/2020 12:00:00 AM,9/29/2021 12:00:00 AM,9/29/2021 12:00:00 AM,1/1/1900 12:00:00 AM,Female,8/8/1993 12:00:00 AM,High School Graduate,66047,Direct Unsubsidized Stafford Loan (Federal),16113.0,24.0,
355,8605,9/24/2018 7:51:00 PM,9/2/2020 6:43:07 PM,Lawrence,SEO - SEO,Massage Therapy,Diploma,1.4 Complete,5/20/2019 12:00:00 AM,6/26/2020 12:00:00 AM,1/1/1900 12:00:00 AM,1/1/1900 12:00:00 AM,Female,4/9/1973 12:00:00 AM,High School Graduate,66524, N.A.,17767.0,26.0,
356,8426,10/29/2018 10:06:00 AM,11/26/2019 2:00:45 PM,Lawrence,SEO - SEO,Massage Therapy,Diploma,1.4 Complete,2/4/2019 12:00:00 AM,2/21/2020 12:00:00 AM,1/1/1900 12:00:00 AM,,Male,9/3/1993 12:00:00 AM, N.A.,66046, N.A.,17463.96,26.0,
357,8156,3/27/2018 10:18:01 AM,6/6/2020 2:36:10 PM,Lawrence,SEO - SEO,Massage Therapy,Diploma,1.4 Complete,9/3/2019 12:00:00 AM,10/25/2019 12:00:00 AM,1/1/1900 12:00:00 AM,1/1/1900 12:00:00 AM,Female,10/3/1993 12:00:00 AM, N.A.,66046, N.A.,17570.9,23.0,
358,8111,3/7/2018 12:58:00 PM,11/26/2019 4:33:04 PM,Lawrence,SEO - SEO,Massage Therapy,Diploma,1.4 Complete,9/3/2019 12:00:00 AM,10/25/2019 12:00:00 AM,1/1/1900 12:00:00 AM,,Female,5/24/1990 12:00:00 AM, N.A.,66066, N.A.,18268.0,33.0,
359,8230,4/22/2018 10:15:00 PM,5/31/2020 3:12:20 PM,Lawrence,SEO - SEO,Massage Therapy,Diploma,1.4 Complete,9/3/2019 12:00:00 AM,10/25/2019 12:00:00 AM,1/1/1900 12:00:00 AM,1/1/1900 12:00:00 AM,Female,1/17/1995 12:00:00 AM, N.A.,66536, N.A.,18267.0,27.0,
360,8428,12/6/2018 2:53:00 PM,7/29/2020 5:39:44 PM,Lawrence,SEO - SEO,Massage Therapy,Diploma,1.2w Withdrawn,2/4/2019 12:00:00 AM,1/1/1900 12:00:00 AM,10/25/2019 12:00:00 AM,10/25/2019 12:00:00 AM,Female,6/16/1983 12:00:00 AM, N.A.,66868,Wellspring Loan Over 12 Months (School),6350.0,22.0,
361,8809,8/19/2019 7:33:00 AM,11/9/2020 12:37:56 PM,Lawrence,ER - Schedule a Tour - Schedule a Tour,Massage Therapy,Diploma,1.4 Complete,10/21/2019 12:00:00 AM,11/9/2020 12:00:00 AM,11/9/2020 12:00:00 AM,1/1/1900 12:00:00 AM,Female,7/29/1991 12:00:00 AM,High School Graduate,66044,Pell Grant (Federal),17313.0,21.0,
362,8978,4/18/2018 4:31:00 PM,1/9/2022 2:38:50 PM,Lawrence,Google/PPC - Google/PPC,Massage Therapy,Diploma,1.2w Withdrawn,2/17/2020 12:00:00 AM,1/1/1900 12:00:00 AM,10/12/2020 12:00:00 AM,9/14/2020 12:00:00 AM,Female,4/5/1985 12:00:00 AM,High School Graduate,66046,Pell Grant (Federal),17313.0,19.0,
363,8915,9/23/2019 4:46:00 AM,6/2/2022 11:04:09 AM,Lawrence,Google/PPC - Google/PPC,Massage Therapy,Diploma,1.4 Complete,1/7/2020 12:00:00 AM,4/29/2021 12:00:00 AM,4/29/2021 12:00:00 AM,1/1/1900 12:00:00 AM,Female,9/29/2000 12:00:00 AM,High School Graduate,66604,Direct Unsubsidized Stafford Loan (Federal),17313.0,19.0,
364,8955,1/2/2019 7:07:00 AM,2/10/2022 4:32:40 PM,Lawrence,Google/PPC - Google/PPC,Massage Therapy,Diploma,1.4 Complete,1/7/2020 12:00:00 AM,1/14/2021 12:00:00 AM,1/14/2021 12:00:00 AM,1/1/1900 12:00:00 AM,Male,8/2/1997 12:00:00 AM,High School Graduate,66044,Direct Unsubsidized Stafford Loan (Federal),16995.0,28.0,
365,8699,2/26/2019 1:34:00 PM,10/27/2020 12:49:12 PM,Lawrence,Online App - Online App,Massage Therapy,Diploma,1.4 Complete,9/3/2019 12:00:00 AM,9/18/2020 12:00:00 AM,9/17/2020 12:00:00 AM,1/1/1900 12:00:00 AM,Female,4/19/2001 12:00:00 AM,High School Graduate,66503,Direct Unsubsidized Stafford Loan (Federal),15530.0,22.0,
366,8431,10/3/2018 1:26:58 PM,11/26/2019 4:33:04 PM,Lawrence,Other - Other,Massage Therapy,Diploma,1.4 Complete,2/4/2019 12:00:00 AM,2/21/2020 12:00:00 AM,1/1/1900 12:00:00 AM,,Female,1/3/1972 12:00:00 AM, N.A.,66618, N.A.,17275.0,13.0,
367,8796,8/5/2019 3:34:05 PM,9/17/2020 9:27:49 AM,Lawrence,ER - Internet SEO - [INTERNET SEO],Massage Therapy,Diploma,1.4 Complete,9/3/2019 12:00:00 AM,9/18/2020 12:00:00 AM,9/17/2020 12:00:00 AM,1/1/1900 12:00:00 AM,Female,2/25/1996 12:00:00 AM,High School Graduate,66049,Wellspring Loan Over 12 Months (School),17038.14,18.0,
368,8969,12/10/2019 3:43:34 PM,2/17/2021 9:50:57 AM,Lawrence,Virtual Advisor - Career Training Readiness,Massage Therapy,Diploma,1.2w Withdrawn,2/17/2020 12:00:00 AM,1/1/1900 12:00:00 AM,9/28/2020 12:00:00 AM,9/11/2020 12:00:00 AM,Female,9/22/1992 12:00:00 AM,High School Graduate,66801,Wellspring Loan Under 12 Months (School),17313.0,12.0,
369,8437,3/15/2017 4:11:02 PM,2/11/2021 4:58:52 PM,Lawrence,Google/PPC - Google/PPC,Massage Therapy,Diploma,1.4 Complete,2/4/2019 12:00:00 AM,9/18/2020 12:00:00 AM,9/17/2020 12:00:00 AM,1/1/1900 12:00:00 AM,Female,11/20/1988 12:00:00 AM,High School Graduate,66067, N.A.,17069.0,19.0,
370,8414,11/15/2018 7:49:00 PM,1/7/2021 6:38:14 PM,Lawrence,Google/PPC - Google/PPC,Massage Therapy,Diploma,1.4 Complete,2/4/2019 12:00:00 AM,2/21/2020 12:00:00 AM,1/1/1900 12:00:00 AM,1/1/1900 12:00:00 AM,Female,5/10/1968 12:00:00 AM, N.A.,66046, N.A.,17767.0,18.0,
371,8863,9/20/2019 9:29:29 AM,10/20/2021 5:46:08 PM,Lawrence,Book a Tour (Online) - Book a Tour (Online),Massage Therapy,Diploma,1.4 Complete,10/21/2019 12:00:00 AM,11/9/2020 12:00:00 AM,11/9/2020 12:00:00 AM,1/1/1900 12:00:00 AM,Female,3/18/1992 12:00:00 AM,High School Graduate,66044,Pell Grant (Federal),17313.0,21.0,
372,8889,10/9/2019 6:10:01 PM,3/3/2021 10:43:05 AM,Lawrence,Virtual Advisor - Career Training Readiness,Massage Therapy,Diploma,1.4 Complete,10/21/2019 12:00:00 AM,3/3/2021 12:00:00 AM,3/3/2021 12:00:00 AM,1/1/1900 12:00:00 AM,Female,3/17/1965 12:00:00 AM,High School Graduate,66049, N.A.,17313.0,21.0,
373,8824,9/9/2019 10:13:00 PM,5/19/2023 3:02:02 PM,Lawrence, N.A. -  N.A.,Massage Therapy,Diploma,1.4 Complete,10/21/2019 12:00:00 AM,6/16/2021 12:00:00 AM,6/16/2021 12:00:00 AM,1/1/1900 12:00:00 AM,Female,5/14/1985 12:00:00 AM,High School Graduate,66044,Pell Grant (Federal),17313.0,18.0,
374,8479,12/26/2018 3:37:00 PM,5/13/2021 10:43:08 AM,Kansas City,Google/PPC - Google/PPC,Fitness & Nutrition,Certificate,1.4 Complete,7/3/2019 12:00:00 AM,5/4/2021 12:00:00 AM,5/4/2021 12:00:00 AM,1/1/1900 12:00:00 AM,Female,10/5/1967 12:00:00 AM, N.A.,44278,Direct Subsidized Stafford Loan (Federal),9328.73,27.0,Day
375,8454,1/7/2019 12:53:24 PM,10/2/2020 2:18:42 PM,Olathe,Google/PPC - Google/PPC,Massage Therapy,AOS,1.4 Complete,1/16/2020 12:00:00 AM,6/19/2020 12:00:00 AM,6/18/2020 12:00:00 AM,1/1/1900 12:00:00 AM,Male,3/30/1992 12:00:00 AM, N.A.,64130,Wellspring Loan Under 12 Months (School),7646.0,26.0,Day
376,8206,6/25/2018 11:27:11 AM,11/26/2019 4:33:04 PM,Olathe,Google/PPC - Google/PPC,Massage Therapy,AOS,1.4 Complete,9/19/2019 12:00:00 AM,3/6/2020 12:00:00 AM,1/1/1900 12:00:00 AM,,Female,4/9/1984 12:00:00 AM, N.A.,66209, N.A.,6887.0,20.0,Day
377,8970,12/21/2019 6:35:00 PM,10/10/2022 2:23:12 PM,Lawrence,Google/PPC - Google/PPC,Massage Therapy,AOS,1.4 Complete,1/7/2020 12:00:00 AM,11/23/2021 12:00:00 AM,11/23/2021 12:00:00 AM,1/1/1900 12:00:00 AM,Female,4/1/1985 12:00:00 AM,High School Graduate,66422,Direct Unsubsidized Stafford Loan (Federal),24414.0,25.0,Day
378,8934,11/8/2019 8:19:00 AM,6/4/2021 10:17:15 PM,Lawrence,Google/PPC - Google/PPC,Massage Therapy,AOS,1.2w Withdrawn,1/7/2020 12:00:00 AM,1/10/2021 12:00:00 AM,11/5/2020 12:00:00 AM,1/1/1900 12:00:00 AM,Male,10/5/2000 12:00:00 AM,High School Graduate,66044,Pell Grant (Federal),24038.0,20.0,Day
379,8353,7/1/2018 7:27:00 AM,6/7/2020 12:32:36 AM,Lawrence,Google/PPC - Google/PPC,Massage Therapy,AOS,1.2w Withdrawn,2/4/2019 12:00:00 AM,1/1/1900 12:00:00 AM,2/25/2019 12:00:00 AM,2/25/2019 12:00:00 AM,Female,5/13/1991 12:00:00 AM, N.A.,66614, N.A.,1102.11,21.0,Day
380,8954,11/22/2019 8:16:00 PM,6/17/2021 10:52:01 AM,Lawrence,Online App - Online App,Massage Therapy,AOS,1.4 Complete,2/17/2020 12:00:00 AM,6/17/2021 12:00:00 AM,6/17/2021 12:00:00 AM,1/1/1900 12:00:00 AM,Female,11/24/1995 12:00:00 AM,High School Graduate,66605,Direct Subsidized Stafford Loan (Federal),24188.0,20.0,Day
381,8459,12/3/2018 3:34:42 PM,11/26/2019 4:31:43 PM,Olathe,SEO - SEO,Massage Therapy,AOS,1.4 Complete,2/4/2019 12:00:00 AM,7/25/2019 12:00:00 AM,1/1/1900 12:00:00 AM,,Female,9/12/1997 12:00:00 AM, N.A.,64083, N.A.,8249.0,18.0,Day
382,8470,12/29/2018 11:31:00 PM,6/27/2020 11:06:32 AM,Lawrence,SEO - SEO,Massage Therapy,AOS,1.4 Complete,2/4/2019 12:00:00 AM,6/26/2020 12:00:00 AM,6/4/2020 12:00:00 AM,1/1/1900 12:00:00 AM,Female,1/11/1991 12:00:00 AM,High School Graduate,66048, N.A.,24038.0,17.0,Day
383,8326,7/7/2018 7:48:00 PM,5/19/2022 2:11:34 PM,Lawrence,SEO - SEO,Massage Therapy,AOS,1.4 Complete,2/4/2019 12:00:00 AM,6/4/2020 12:00:00 AM,6/4/2020 12:00:00 AM,1/1/1900 12:00:00 AM,Male,12/27/1983 12:00:00 AM,High School Graduate,66049, N.A.,24038.0,20.0,Day
384,8215,7/3/2018 11:34:22 AM,11/26/2019 4:33:04 PM,Olathe,SEO - SEO,Massage Therapy,AOS,1.4 Complete,9/19/2019 12:00:00 AM,3/6/2020 12:00:00 AM,1/1/1900 12:00:00 AM,,Female,5/14/2000 12:00:00 AM, N.A.,64055, N.A.,8050.0,20.0,Day
385,8132,5/10/2018 10:10:10 AM,11/26/2019 4:31:42 PM,Olathe,SEO - SEO,Massage Therapy,AOS,1.4 Complete,6/6/2019 12:00:00 AM,11/8/2019 12:00:00 AM,1/1/1900 12:00:00 AM,,Female,8/26/1991 12:00:00 AM, N.A.,66611, N.A.,7885.0,22.0,Day
386,8050,3/22/2018 12:39:43 PM,11/26/2019 4:33:04 PM,Olathe,SEO - SEO,Massage Therapy,AOS,1.4 Complete,4/16/2019 12:00:00 AM,9/20/2019 12:00:00 AM,1/1/1900 12:00:00 AM,,Female,11/12/1993 12:00:00 AM, N.A.,66030, N.A.,7885.0,28.0,Day
387,8025,2/28/2018 11:45:57 AM,3/15/2022 4:22:47 PM,Olathe,SEO - SEO,Massage Therapy,AOS,1.4 Complete,4/16/2019 12:00:00 AM,9/20/2019 12:00:00 AM,1/1/1900 12:00:00 AM,1/1/1900 12:00:00 AM,Female,4/17/1988 12:00:00 AM, N.A.,64124, N.A.,7885.0,20.0,Day
388,8026,2/28/2018 1:51:35 PM,11/26/2019 4:33:04 PM,Olathe,SEO - SEO,Massage Therapy,AOS,1.4 Complete,2/21/2019 12:00:00 AM,7/25/2019 12:00:00 AM,1/1/1900 12:00:00 AM,,Female,11/8/1986 12:00:00 AM, N.A.,65336, N.A.,7885.0,23.0,Day
389,8347,9/27/2018 11:09:00 AM,2/3/2022 11:34:51 AM,Lawrence,SEO - SEO,Massage Therapy,AOS,1.4 Complete,2/4/2019 12:00:00 AM,1/14/2021 12:00:00 AM,1/14/2021 12:00:00 AM,1/1/1900 12:00:00 AM,Female,8/26/1983 12:00:00 AM,High School Graduate,66046,Pell Grant (Federal),24039.0,26.0,Day
390,8396,11/27/2018 4:04:12 PM,4/7/2022 8:20:46 AM,Olathe,SEO - SEO,Massage Therapy,AOS,1.4 Complete,11/12/2019 12:00:00 AM,6/5/2020 12:00:00 AM,1/1/1900 12:00:00 AM,1/1/1900 12:00:00 AM,Female,3/30/1963 12:00:00 AM, N.A.,64130, N.A.,7646.0,18.0,Day
391,8397,6/29/2018 11:47:00 AM,10/26/2020 3:30:43 PM,Lawrence,SEO - SEO,Massage Therapy,AOS,1.4 Complete,2/4/2019 12:00:00 AM,6/26/2020 12:00:00 AM,6/26/2020 12:00:00 AM,1/1/1900 12:00:00 AM,Female,8/9/1999 12:00:00 AM,High School Graduate,66049, N.A.,24038.0,23.0,Day
392,8819,9/9/2019 3:03:43 PM,5/20/2022 7:39:34 AM,Lawrence,SEO - SEO,Massage Therapy,AOS,1.4 Complete,9/3/2019 12:00:00 AM,6/26/2020 12:00:00 AM,6/26/2020 12:00:00 AM,1/1/1900 12:00:00 AM,Female,5/1/1988 12:00:00 AM,High School Graduate,66049, N.A.,10097.0,18.0,Day
393,8186,6/13/2018 4:18:33 PM,11/26/2019 4:33:04 PM,Olathe,SEO - SEO,Massage Therapy,AOS,1.4 Complete,6/6/2019 12:00:00 AM,11/8/2019 12:00:00 AM,1/1/1900 12:00:00 AM,,Female,12/16/1984 12:00:00 AM, N.A.,66212, N.A.,7885.0,20.0,Day
394,8255,8/7/2018 4:53:24 PM,11/26/2019 4:33:04 PM,Olathe,SEO - SEO,Massage Therapy,AOS,1.4 Complete,9/19/2019 12:00:00 AM,3/6/2020 12:00:00 AM,1/1/1900 12:00:00 AM,,Female,3/2/1988 12:00:00 AM, N.A.,64131, N.A.,6887.0,20.0,Day
395,8582,2/4/2019 12:13:00 PM,11/12/2020 1:22:27 PM,Lawrence,Short Form - Short Form,Massage Therapy,AOS,1.4 Complete,5/20/2019 12:00:00 AM,9/15/2020 12:00:00 AM,9/15/2020 12:00:00 AM,1/1/1900 12:00:00 AM,Female,11/22/1985 12:00:00 AM,High School Graduate,66050,Wellspring Loan Over 12 Months (School),23492.48,21.0,Day
396,8665,6/5/2019 2:12:46 PM,6/12/2020 12:17:05 PM,Olathe,Short Form - Short Form,Massage Therapy,AOS,1.4 Complete,11/12/2019 12:00:00 AM,6/5/2020 12:00:00 AM,1/1/1900 12:00:00 AM,1/1/1900 12:00:00 AM,Female,3/26/1995 12:00:00 AM, N.A.,64040, N.A.,7645.0,26.0,Day
397,9068,1/21/2020 7:50:00 AM,8/6/2020 12:07:56 PM,Lawrence,Short Form - Short Form,Massage Therapy,AOS,1.2w Withdrawn,4/14/2020 12:00:00 AM,1/1/1900 12:00:00 AM,4/14/2020 12:00:00 AM,4/14/2020 12:00:00 AM,Female,11/17/1981 12:00:00 AM, N.A.,66801,Pell Grant (Federal),3413.04,20.0,Day
398,8932,11/9/2019 8:16:00 PM,1/9/2022 12:35:35 PM,Lawrence,Short Form - Short Form,Massage Therapy,AOS,1.2w Withdrawn,1/7/2020 12:00:00 AM,11/6/2020 12:00:00 AM,11/5/2020 12:00:00 AM,11/6/2020 12:00:00 AM,Female,1/7/1997 12:00:00 AM,High School Graduate,66006,Pell Grant (Federal),24188.0,17.0,Day
399,8027,2/28/2018 2:00:56 PM,11/26/2019 4:33:04 PM,Olathe,Short Form - Short Form,Massage Therapy,AOS,1.4 Complete,2/21/2019 12:00:00 AM,7/25/2019 12:00:00 AM,1/1/1900 12:00:00 AM,,Female,6/25/1970 12:00:00 AM, N.A.,66224, N.A.,7885.0,27.0,Day
400,8899,9/28/2019 9:21:00 AM,6/17/2021 11:07:08 AM,Lawrence,Short Form - Short Form,Massage Therapy,AOS,1.4 Complete,2/17/2020 12:00:00 AM,6/17/2021 12:00:00 AM,6/17/2021 12:00:00 AM,1/1/1900 12:00:00 AM,Female,6/4/1982 12:00:00 AM,High School Graduate,66012,Direct Unsubsidized Stafford Loan (Federal),22004.0,20.0,Day
401,9071,2/25/2020 12:15:00 AM,3/15/2023 2:10:16 PM,Lawrence,Virtual Adviser - Virtual Adviser,Massage Therapy,AOS,1.4 Complete,4/14/2020 12:00:00 AM,8/10/2021 12:00:00 AM,8/10/2021 12:00:00 AM,1/1/1900 12:00:00 AM,Female,4/22/1974 12:00:00 AM,High School Graduate,66047,Pell Grant (Federal),24188.0,21.0,Day
402,8351,10/3/2017 2:06:32 PM,1/9/2022 9:52:01 PM,Olathe,Virtual Admissions - Registrant - Virtual Admissions - Registrant,Massage Therapy,AOS,1.2w Withdrawn,2/21/2019 12:00:00 AM,1/1/1900 12:00:00 AM,4/23/2019 12:00:00 AM,7/19/2019 12:00:00 AM,Female,2/14/1994 12:00:00 AM, N.A.,66209,Pell Grant (Federal),4373.6,23.0,Day
403,8559,10/18/2018 11:32:34 AM,11/26/2019 4:33:06 PM,Lawrence,Short Form - Short Form,Massage Therapy,AOS,1.4 Complete,3/28/2019 12:00:00 AM,8/29/2019 12:00:00 AM,1/1/1900 12:00:00 AM,,Male,8/22/1994 12:00:00 AM, N.A.,66214, N.A.,7250.0,20.0,
404,8529,10/18/2018 1:24:52 PM,11/26/2019 4:33:06 PM,Lawrence,Google/PPC - Google/PPC,Massage Therapy,AOS,1.4 Complete,3/28/2019 12:00:00 AM,8/30/2019 12:00:00 AM,1/1/1900 12:00:00 AM,,Female,7/25/1987 12:00:00 AM, N.A.,66049, N.A.,7250.0,27.0,
