,GradeID,Created,Updated,ContactID,CourseID,CourseName,Score
779,676493,8/6/2020 10:40:31 AM,8/6/2020 10:40:31 AM,9030,1385,Kinetic Anatomy_750v2,76.0
780,676494,8/6/2020 10:40:42 AM,8/6/2020 10:40:42 AM,8978,1385,Kinetic Anatomy_750v2,84.0
781,676495,8/6/2020 10:40:55 AM,8/6/2020 10:40:55 AM,9029,1385,Kinetic Anatomy_750v2,89.0
782,676496,8/6/2020 10:41:06 AM,8/6/2020 10:41:06 AM,8993,1385,Kinetic Anatomy_750v2,95.0
783,676497,8/6/2020 10:41:17 AM,8/6/2020 10:41:17 AM,8954,1385,Kinetic Anatomy_750v2,81.0
784,676498,8/6/2020 10:41:29 AM,8/6/2020 10:41:29 AM,8899,1385,Kinetic Anatomy_750v2,78.0
785,676499,8/6/2020 9:23:06 PM,8/6/2020 9:23:06 PM,8937,1385,Kinetic Anatomy_750v2,98.0
786,676500,8/6/2020 9:23:06 PM,8/6/2020 9:23:06 PM,8974,1385,Kinetic Anatomy_750v2,98.0
787,676501,8/6/2020 9:23:06 PM,8/6/2020 9:23:06 PM,8981,1385,Kinetic Anatomy_750v2,100.0
788,676502,8/6/2020 9:23:06 PM,8/6/2020 9:23:06 PM,8950,1385,Kinetic Anatomy_750v2,99.0
789,676503,8/6/2020 9:23:06 PM,8/6/2020 9:23:06 PM,8948,1385,Kinetic Anatomy_750v2,96.0
790,676504,8/6/2020 9:23:06 PM,8/6/2020 9:23:06 PM,8967,1385,Kinetic Anatomy_750v2,100.0
791,676505,8/6/2020 9:23:06 PM,8/6/2020 9:23:06 PM,8956,1385,Kinetic Anatomy_750v2,92.0
792,676506,8/6/2020 10:21:21 PM,8/6/2020 10:21:21 PM,8937,1280,Anatomy & Physiology 2_750v2,92.0
793,676507,8/6/2020 10:21:21 PM,8/6/2020 10:21:21 PM,8974,1280,Anatomy & Physiology 2_750v2,98.0
794,676508,8/6/2020 10:21:21 PM,8/6/2020 10:21:21 PM,8981,1280,Anatomy & Physiology 2_750v2,98.0
795,676509,8/6/2020 10:21:21 PM,8/6/2020 10:21:21 PM,8950,1280,Anatomy & Physiology 2_750v2,98.0
796,676510,8/6/2020 10:21:21 PM,8/6/2020 10:21:21 PM,8948,1280,Anatomy & Physiology 2_750v2,95.0
797,676511,8/6/2020 10:21:21 PM,8/6/2020 10:21:21 PM,8967,1280,Anatomy & Physiology 2_750v2,98.0
798,676512,8/6/2020 10:21:21 PM,8/6/2020 10:21:21 PM,8956,1280,Anatomy & Physiology 2_750v2,94.0
799,676513,8/7/2020 12:18:47 PM,8/7/2020 12:18:47 PM,8932,1369,Interpersonal Communications_750v2,100.0
800,676514,8/7/2020 12:19:34 PM,8/7/2020 12:19:34 PM,8932,1274,Anatomy & Physiology 1A_750v2,98.0
801,676515,8/7/2020 12:20:29 PM,8/7/2020 12:20:29 PM,8932,1277,Anatomy & Physiology 1B,94.0
802,676516,8/7/2020 12:20:55 PM,8/7/2020 12:20:55 PM,8932,1443,Self-Care,100.0
803,676517,8/7/2020 12:21:35 PM,8/7/2020 12:21:35 PM,8932,1382,Joint & Stretch_800,96.0
804,676518,8/7/2020 12:22:06 PM,8/7/2020 12:22:06 PM,8932,1429,Professional Development,100.0
805,676519,8/7/2020 12:22:31 PM,8/7/2020 12:22:31 PM,8932,1458,Sports Massage_800,100.0
806,676520,8/7/2020 12:22:57 PM,8/7/2020 12:22:57 PM,8932,1465,Wellness & Nutrition_800,96.0
807,676521,8/7/2020 12:33:28 PM,8/7/2020 12:33:28 PM,8934,1369,Interpersonal Communications_750v2,98.0
808,676522,8/7/2020 12:34:26 PM,8/7/2020 12:34:26 PM,8934,1277,Anatomy & Physiology 1B,81.0
809,676523,8/7/2020 12:35:09 PM,8/7/2020 12:35:09 PM,8934,1443,Self-Care,97.0
810,676524,8/7/2020 12:38:12 PM,8/7/2020 12:40:13 PM,8934,1465,Wellness & Nutrition_800,95.0
811,676525,8/7/2020 12:38:43 PM,8/7/2020 12:38:43 PM,8934,1458,Sports Massage_800,99.0
812,676526,8/7/2020 12:39:13 PM,8/7/2020 12:39:13 PM,8934,1429,Professional Development,80.0
813,676527,8/7/2020 1:07:09 PM,8/7/2020 1:07:09 PM,8915,1369,Interpersonal Communications_750v2,100.0
814,676528,8/7/2020 1:08:39 PM,8/7/2020 1:08:39 PM,8915,1277,Anatomy & Physiology 1B,81.0
815,676529,8/7/2020 1:09:00 PM,8/7/2020 1:09:00 PM,8915,1443,Self-Care,97.0
816,676530,8/7/2020 1:15:50 PM,8/7/2020 1:15:50 PM,8824,1369,Interpersonal Communications_750v2,96.0
817,676531,8/7/2020 1:16:23 PM,8/7/2020 1:16:23 PM,8824,1274,Anatomy & Physiology 1A_750v2,82.0
818,676532,8/7/2020 1:16:49 PM,8/7/2020 1:16:49 PM,8824,1289,Basic Swedish Massage A_750v2,82.0
819,676533,8/7/2020 1:18:01 PM,8/7/2020 1:22:33 PM,8824,1277,Anatomy & Physiology 1B,77.0
820,676534,8/7/2020 1:18:44 PM,8/7/2020 1:18:44 PM,8824,1443,Self-Care,94.0
821,676535,8/7/2020 1:20:48 PM,8/7/2020 1:20:48 PM,8824,1429,Professional Development,100.0
822,676536,8/7/2020 1:21:17 PM,8/7/2020 1:21:17 PM,8824,1458,Sports Massage_800,94.0
823,676537,8/7/2020 1:21:49 PM,8/7/2020 1:21:49 PM,8824,1465,Wellness & Nutrition_800,92.0
824,676538,8/7/2020 1:23:35 PM,8/7/2020 1:23:35 PM,8824,1382,Joint & Stretch_800,74.0
825,676539,8/7/2020 1:34:47 PM,8/7/2020 1:34:47 PM,8824,1726,Special Populations Massage_800,92.0
826,676540,8/7/2020 1:42:01 PM,8/7/2020 1:42:01 PM,8796,1382,Joint & Stretch_800,97.0
827,676541,8/7/2020 1:42:32 PM,8/7/2020 1:42:32 PM,8796,1458,Sports Massage_800,100.0
828,676542,8/7/2020 1:43:01 PM,8/7/2020 1:43:01 PM,8796,1465,Wellness & Nutrition_800,93.0
829,676543,8/7/2020 1:43:33 PM,8/7/2020 1:43:33 PM,8796,1429,Professional Development,100.0
830,676545,8/7/2020 1:44:52 PM,8/7/2020 1:44:52 PM,8796,1262,Advanced Massage Techniques_750v2,75.0
831,676546,8/7/2020 1:45:40 PM,8/7/2020 1:45:40 PM,8796,1369,Interpersonal Communications_750v2,96.0
832,676547,8/7/2020 1:46:27 PM,8/7/2020 1:46:27 PM,8796,1443,Self-Care,100.0
833,676548,8/7/2020 5:11:02 PM,8/7/2020 5:11:02 PM,158155,1369,Interpersonal Communications_750v2,91.0
834,676549,8/7/2020 5:11:26 PM,8/7/2020 5:11:26 PM,157310,1369,Interpersonal Communications_750v2,98.0
835,676550,8/7/2020 5:11:42 PM,8/7/2020 5:11:42 PM,510821,1369,Interpersonal Communications_750v2,97.0
836,676551,8/7/2020 5:12:04 PM,8/7/2020 5:12:04 PM,9125,1369,Interpersonal Communications_750v2,98.0
837,676552,8/11/2020 2:16:17 PM,8/11/2020 2:16:17 PM,9055,1385,Kinetic Anatomy_750v2,92.0
838,676553,8/11/2020 2:16:53 PM,8/11/2020 2:16:53 PM,9076,1385,Kinetic Anatomy_750v2,91.0
839,676554,8/11/2020 2:17:16 PM,8/11/2020 2:17:16 PM,8982,1385,Kinetic Anatomy_750v2,93.0
840,676555,8/11/2020 2:17:37 PM,8/11/2020 2:17:37 PM,8903,1385,Kinetic Anatomy_750v2,93.0
841,676556,8/11/2020 2:17:52 PM,8/11/2020 2:17:52 PM,9014,1385,Kinetic Anatomy_750v2,92.0
842,676557,8/11/2020 2:18:13 PM,8/11/2020 2:18:13 PM,8938,1385,Kinetic Anatomy_750v2,95.0
843,676558,8/11/2020 2:18:35 PM,8/11/2020 2:18:35 PM,9022,1385,Kinetic Anatomy_750v2,100.0
844,676559,8/11/2020 2:19:24 PM,8/11/2020 2:19:24 PM,8995,1385,Kinetic Anatomy_750v2,97.0
845,676560,8/11/2020 2:20:11 PM,8/11/2020 2:20:11 PM,8661,1385,Kinetic Anatomy_750v2,94.0
846,676561,8/11/2020 2:20:37 PM,8/11/2020 2:20:37 PM,8885,1385,Kinetic Anatomy_750v2,97.0
847,676562,8/11/2020 2:20:56 PM,8/11/2020 2:20:56 PM,8939,1385,Kinetic Anatomy_750v2,95.0
848,676563,8/11/2020 2:22:38 PM,8/11/2020 2:22:38 PM,8659,1385,Kinetic Anatomy_750v2,87.0
849,676564,8/11/2020 2:23:00 PM,8/11/2020 2:23:00 PM,8921,1385,Kinetic Anatomy_750v2,97.0
850,676566,8/11/2020 2:24:49 PM,8/11/2020 2:24:49 PM,9156,1376,Introduction to Medical Assisting_790v3,80.0
851,676567,8/11/2020 2:25:25 PM,8/11/2020 2:25:25 PM,510965,1385,Kinetic Anatomy_750v2,97.0
852,676568,8/11/2020 2:26:01 PM,8/11/2020 2:26:01 PM,8765,1385,Kinetic Anatomy_750v2,100.0
853,676569,8/11/2020 2:26:18 PM,8/11/2020 2:26:18 PM,9156,1268,Anatomy & Physiology_790v3,35.0
854,676570,8/11/2020 2:26:24 PM,8/11/2020 2:26:24 PM,8896,1385,Kinetic Anatomy_750v2,97.0
855,676571,8/11/2020 2:26:53 PM,8/11/2020 2:26:53 PM,8792,1385,Kinetic Anatomy_750v2,97.0
856,676572,8/11/2020 2:27:05 PM,8/11/2020 2:27:05 PM,9156,1399,Medical Terminology_790v3,96.0
857,676573,8/11/2020 2:27:24 PM,8/11/2020 2:27:24 PM,8911,1385,Kinetic Anatomy_750v2,98.0
858,676574,8/11/2020 2:27:57 PM,8/11/2020 2:27:57 PM,9007,1385,Kinetic Anatomy_750v2,100.0
859,676575,8/11/2020 2:28:28 PM,8/11/2020 2:28:28 PM,9002,1385,Kinetic Anatomy_750v2,100.0
860,676576,8/12/2020 9:15:39 AM,8/12/2020 9:15:39 AM,510963,1399,Medical Terminology_790v3,99.0
861,676577,8/12/2020 9:16:49 AM,8/12/2020 9:16:49 AM,9003,1399,Medical Terminology_790v3,98.0
862,676578,8/12/2020 9:19:38 AM,8/12/2020 9:19:38 AM,9004,1399,Medical Terminology_790v3,99.0
863,676579,8/12/2020 9:29:25 AM,8/12/2020 9:29:25 AM,510638,1399,Medical Terminology_790v3,93.0
864,676582,8/12/2020 9:30:47 AM,8/12/2020 9:30:47 AM,511013,1399,Medical Terminology_790v3,99.0
865,676583,8/12/2020 11:33:14 AM,8/12/2020 11:33:14 AM,510963,1376,Introduction to Medical Assisting_790v3,94.0
866,676584,8/12/2020 11:34:02 AM,8/12/2020 11:34:02 AM,9003,1376,Introduction to Medical Assisting_790v3,94.0
867,676585,8/12/2020 11:34:46 AM,8/12/2020 11:34:46 AM,9004,1376,Introduction to Medical Assisting_790v3,97.0
868,676586,8/12/2020 11:35:36 AM,8/12/2020 11:35:36 AM,510638,1376,Introduction to Medical Assisting_790v3,90.0
869,676587,8/12/2020 11:36:26 AM,8/12/2020 11:36:26 AM,511013,1376,Introduction to Medical Assisting_790v3,90.0
870,676588,8/12/2020 11:37:24 AM,8/12/2020 11:37:24 AM,510963,1268,Anatomy & Physiology_790v3,97.0
871,676589,8/12/2020 11:38:01 AM,8/12/2020 11:38:01 AM,9003,1268,Anatomy & Physiology_790v3,99.0
872,676590,8/12/2020 11:38:30 AM,8/12/2020 11:38:30 AM,511013,1268,Anatomy & Physiology_790v3,100.0
873,676591,8/12/2020 11:39:00 AM,8/12/2020 11:39:00 AM,9004,1268,Anatomy & Physiology_790v3,100.0
874,676592,8/12/2020 11:39:32 AM,8/12/2020 11:39:32 AM,510638,1268,Anatomy & Physiology_790v3,98.0
875,676593,8/12/2020 1:05:59 PM,8/13/2020 11:32:22 AM,8638,1369,Interpersonal Communications_750v2,96.0
876,676594,8/12/2020 1:06:24 PM,8/13/2020 12:12:39 PM,8584,1369,Interpersonal Communications_750v2,96.0
877,676595,8/13/2020 11:26:13 AM,8/13/2020 11:29:37 AM,8638,1274,Anatomy & Physiology 1A_750v2,83.0
878,676596,8/13/2020 11:26:54 AM,8/13/2020 11:28:44 AM,8638,1289,Basic Swedish Massage A_750v2,94.0
879,676597,8/13/2020 11:27:15 AM,10/6/2020 10:51:56 AM,8638,1277,Anatomy & Physiology 1B,75.0
880,676598,8/13/2020 11:27:29 AM,10/6/2020 10:52:11 AM,8638,1286,Basic Swedish B,88.0
881,676599,8/13/2020 11:27:54 AM,8/13/2020 11:32:00 AM,8638,1443,Self-Care,89.0
882,676600,8/13/2020 11:28:09 AM,8/13/2020 11:32:54 AM,8638,1385,Kinetic Anatomy_750v2,97.0
883,676601,8/13/2020 11:33:48 AM,8/13/2020 11:33:48 AM,8638,1280,Anatomy & Physiology 2_750v2,83.0
884,676602,8/13/2020 11:34:09 AM,8/13/2020 11:34:52 AM,8638,1357,Hydrotherapy_750v2,100.0
885,676603,8/13/2020 11:34:39 AM,8/13/2020 11:34:39 AM,8638,1435,Reflexology_750v2,93.0
886,676604,8/13/2020 11:35:43 AM,8/13/2020 11:35:43 AM,8638,1262,Advanced Massage Techniques_750v2,97.0
887,676605,8/13/2020 11:36:16 AM,8/13/2020 11:36:16 AM,8638,1421,Pathology_750v2,82.0
888,676606,8/13/2020 11:36:38 AM,8/13/2020 11:36:38 AM,8638,1337,Eastern Movement Therapies_750v2,97.0
889,676607,8/13/2020 11:37:03 AM,8/13/2020 11:51:40 AM,8638,1407,Neuromuscular Massage_800,85.0
890,676608,8/13/2020 11:37:34 AM,8/13/2020 11:37:34 AM,8638,1429,Professional Development,89.0
891,676609,8/13/2020 11:37:59 AM,8/13/2020 11:37:59 AM,8638,1458,Sports Massage_800,79.0
892,676610,8/13/2020 11:38:26 AM,8/13/2020 11:38:26 AM,8638,1344,Ethics & Professionalism_800,100.0
893,676611,8/13/2020 11:38:52 AM,8/13/2020 11:38:52 AM,8638,1465,Wellness & Nutrition_800,86.0
894,676612,8/13/2020 11:39:16 AM,8/13/2020 11:39:16 AM,8638,1382,Joint & Stretch_800,77.0
895,676613,8/13/2020 11:39:47 AM,8/13/2020 11:52:05 AM,8638,1724,Business Practices,90.0
896,676614,8/13/2020 11:40:27 AM,8/13/2020 11:40:27 AM,8638,1727,Integrative Massage_800,96.0
897,676615,8/13/2020 11:40:54 AM,8/13/2020 11:40:54 AM,8638,1726,Special Populations Massage_800,82.0
898,676616,8/13/2020 11:41:13 AM,8/13/2020 11:41:13 AM,8638,1725,Common Medical Conditions_800,98.0
899,676617,8/13/2020 11:41:41 AM,10/6/2020 10:54:25 AM,8638,1283,Assessment & Documentation Skills,100.0
900,676618,8/13/2020 11:42:22 AM,8/13/2020 11:42:22 AM,8638,1448,Spa Treatments,90.0
901,676619,8/13/2020 11:43:58 AM,9/22/2020 5:30:12 PM,8638,1393,Massage in a Healthcare Setting,97.0
902,676620,8/13/2020 11:44:50 AM,8/13/2020 11:44:50 AM,8638,1307,Clinical Internship (7),100.0
903,676621,8/13/2020 12:11:24 PM,8/13/2020 12:15:12 PM,8584,1274,Anatomy & Physiology 1A_750v2,91.0
904,676622,8/13/2020 12:14:16 PM,8/13/2020 12:15:23 PM,8584,1289,Basic Swedish Massage A_750v2,95.0
905,676623,8/13/2020 12:14:50 PM,8/13/2020 12:14:50 PM,8584,1741,Basic Swedish Massage B_750v2,96.0
906,676624,8/13/2020 12:16:03 PM,8/13/2020 12:16:03 PM,8584,1720,Anatomy & Physiology 1B_750v2,84.0
907,676625,8/13/2020 12:16:27 PM,8/13/2020 12:16:27 PM,8584,1443,Self-Care,94.0
908,676626,8/13/2020 12:29:50 PM,8/13/2020 12:29:50 PM,8584,1385,Kinetic Anatomy_750v2,92.0
909,676627,8/13/2020 12:30:18 PM,8/13/2020 12:30:18 PM,8584,1280,Anatomy & Physiology 2_750v2,80.0
910,676628,8/13/2020 12:30:36 PM,8/13/2020 12:31:09 PM,8584,1357,Hydrotherapy_750v2,100.0
911,676629,8/13/2020 12:30:58 PM,8/13/2020 12:30:58 PM,8584,1435,Reflexology_750v2,84.0
912,676630,8/13/2020 12:31:48 PM,8/13/2020 12:31:48 PM,8584,1262,Advanced Massage Techniques_750v2,94.0
913,676631,8/13/2020 12:32:10 PM,8/13/2020 12:32:10 PM,8584,1421,Pathology_750v2,83.0
914,676632,8/13/2020 12:32:31 PM,8/13/2020 12:32:31 PM,8584,1337,Eastern Movement Therapies_750v2,100.0
915,676633,8/13/2020 12:32:53 PM,8/13/2020 12:32:53 PM,8584,1407,Neuromuscular Massage_800,91.0
916,676634,8/13/2020 12:34:23 PM,8/13/2020 12:34:23 PM,8584,1429,Professional Development,92.0
917,676635,8/13/2020 12:35:09 PM,8/13/2020 12:35:09 PM,8584,1344,Ethics & Professionalism_800,100.0
918,676636,8/13/2020 12:35:28 PM,8/13/2020 12:35:28 PM,8584,1465,Wellness & Nutrition_800,88.0
919,676637,8/13/2020 12:35:51 PM,8/13/2020 12:35:51 PM,8584,1382,Joint & Stretch_800,87.0
920,676638,8/13/2020 12:36:32 PM,8/13/2020 12:36:44 PM,8584,1724,Business Practices,87.0
921,676639,8/13/2020 12:37:11 PM,8/13/2020 12:37:11 PM,8584,1727,Integrative Massage_800,94.0
922,676640,8/13/2020 12:37:32 PM,8/13/2020 12:37:40 PM,8584,1726,Special Populations Massage_800,87.0
923,676641,8/13/2020 12:38:01 PM,8/13/2020 12:38:01 PM,8584,1725,Common Medical Conditions_800,100.0
924,676642,8/13/2020 12:38:19 PM,8/13/2020 12:38:19 PM,8584,1719,Assessment & Documentation Skills_750v2,100.0
925,676643,8/13/2020 12:38:45 PM,9/15/2020 11:50:55 AM,8584,1678,MBLEX Prep/CPR/First Aid_1104,100.0
926,676644,8/13/2020 12:40:29 PM,8/13/2020 12:40:29 PM,8584,1448,Spa Treatments,94.0
927,676645,8/13/2020 12:41:19 PM,10/19/2020 4:55:03 PM,8584,1393,Massage in a Healthcare Setting,85.0
928,676646,8/13/2020 12:42:23 PM,12/9/2020 12:49:34 PM,8584,1307,Clinical Internship (7),98.0
929,676647,8/13/2020 12:58:55 PM,8/13/2020 12:58:55 PM,511236,1448,Spa Treatments,100.0
930,676648,8/13/2020 1:14:24 PM,8/13/2020 1:14:24 PM,8779,1448,Spa Treatments,100.0
931,676649,8/13/2020 3:32:49 PM,8/13/2020 3:32:49 PM,8703,1369,Interpersonal Communications_750v2,97.0
932,676650,8/13/2020 3:33:15 PM,8/13/2020 3:33:15 PM,8703,1274,Anatomy & Physiology 1A_750v2,92.0
933,676651,8/13/2020 3:33:37 PM,8/13/2020 3:33:37 PM,8703,1289,Basic Swedish Massage A_750v2,98.0
934,676652,8/13/2020 3:34:01 PM,12/9/2020 5:20:30 PM,8703,1277,Anatomy & Physiology 1B,85.0
935,676653,8/13/2020 3:34:27 PM,12/9/2020 5:20:15 PM,8703,1286,Basic Swedish B,93.0
936,676654,8/13/2020 3:34:50 PM,8/13/2020 3:34:50 PM,8703,1443,Self-Care,100.0
937,676655,8/13/2020 3:35:21 PM,8/13/2020 3:35:21 PM,8703,1280,Anatomy & Physiology 2_750v2,87.0
938,676656,8/13/2020 3:35:41 PM,8/13/2020 3:35:41 PM,8703,1357,Hydrotherapy_750v2,100.0
939,676657,8/13/2020 3:36:00 PM,8/13/2020 3:36:00 PM,8703,1435,Reflexology_750v2,97.0
940,676658,8/13/2020 3:36:28 PM,8/13/2020 3:36:28 PM,8703,1421,Pathology_750v2,96.0
941,676659,8/13/2020 3:36:58 PM,8/13/2020 3:36:58 PM,8703,1262,Advanced Massage Techniques_750v2,89.0
942,676660,8/13/2020 3:37:22 PM,8/13/2020 3:37:22 PM,8703,1337,Eastern Movement Therapies_750v2,100.0
943,676661,8/13/2020 3:37:59 PM,8/13/2020 3:37:59 PM,8703,1344,Ethics & Professionalism_800,100.0
944,676662,8/13/2020 3:38:26 PM,12/9/2020 5:21:15 PM,8703,1283,Assessment & Documentation Skills,100.0
945,676663,8/13/2020 3:38:56 PM,12/9/2020 5:21:34 PM,8703,1295,Business Practices,100.0
946,676664,8/13/2020 3:39:15 PM,8/13/2020 3:39:15 PM,8703,1465,Wellness & Nutrition_800,96.0
947,676665,8/13/2020 3:39:33 PM,8/13/2020 3:39:33 PM,8703,1429,Professional Development,93.0
948,676666,8/13/2020 3:40:02 PM,12/9/2020 5:22:00 PM,8703,1454,Special Populations Massage,100.0
949,676667,8/13/2020 3:40:27 PM,8/13/2020 3:40:27 PM,8703,1458,Sports Massage_800,100.0
950,676668,8/13/2020 3:40:51 PM,12/9/2020 5:22:23 PM,8703,1363,Integrative Massage,100.0
951,676669,8/13/2020 3:41:54 PM,8/13/2020 3:41:54 PM,8703,1382,Joint & Stretch_800,96.0
952,676671,8/13/2020 3:42:45 PM,8/13/2020 3:42:45 PM,8703,1407,Neuromuscular Massage_800,99.0
953,676672,8/13/2020 3:43:42 PM,8/13/2020 3:43:42 PM,8703,1343,Energy Balancing,96.0
954,676673,8/13/2020 3:44:05 PM,8/13/2020 3:44:05 PM,8703,1336,Eastern Bodywork Techniques,92.0
955,676674,8/13/2020 3:50:09 PM,8/13/2020 3:50:25 PM,8705,1369,Interpersonal Communications_750v2,98.0
956,676675,8/13/2020 3:50:48 PM,8/13/2020 3:50:48 PM,8705,1274,Anatomy & Physiology 1A_750v2,92.0
957,676676,8/13/2020 3:51:08 PM,8/13/2020 3:51:08 PM,8705,1289,Basic Swedish Massage A_750v2,92.0
958,676677,8/13/2020 3:51:33 PM,12/9/2020 4:33:50 PM,8705,1286,Basic Swedish B,100.0
959,676678,8/13/2020 3:51:52 PM,12/9/2020 4:34:25 PM,8705,1277,Anatomy & Physiology 1B,87.0
960,676679,8/13/2020 3:52:18 PM,12/9/2020 4:35:29 PM,8705,1443,Self-Care,97.0
961,676680,8/13/2020 3:52:41 PM,8/13/2020 3:52:41 PM,8705,1280,Anatomy & Physiology 2_750v2,88.0
962,676681,8/13/2020 3:53:00 PM,8/13/2020 3:53:00 PM,8705,1435,Reflexology_750v2,93.0
963,676682,8/13/2020 3:53:21 PM,10/20/2020 9:39:31 AM,8705,1357,Hydrotherapy_750v2,99.0
964,676683,8/13/2020 3:53:42 PM,8/13/2020 3:53:42 PM,8705,1421,Pathology_750v2,95.0
965,676684,8/13/2020 3:54:04 PM,8/13/2020 3:54:04 PM,8705,1337,Eastern Movement Therapies_750v2,100.0
966,676685,8/13/2020 3:54:26 PM,8/13/2020 3:54:26 PM,8705,1262,Advanced Massage Techniques_750v2,98.0
967,676686,8/13/2020 3:54:52 PM,8/13/2020 3:54:52 PM,8705,1344,Ethics & Professionalism_800,100.0
968,676687,8/13/2020 3:55:15 PM,12/9/2020 5:00:20 PM,8705,1283,Assessment & Documentation Skills,100.0
969,676688,8/13/2020 3:55:37 PM,12/9/2020 5:01:48 PM,8705,1454,Special Populations Massage,100.0
970,676689,8/13/2020 3:55:57 PM,8/13/2020 3:55:57 PM,8705,1429,Professional Development,95.0
971,676690,8/13/2020 3:56:19 PM,8/13/2020 3:56:19 PM,8705,1465,Wellness & Nutrition_800,94.0
972,676691,8/13/2020 3:56:49 PM,12/9/2020 5:01:02 PM,8705,1295,Business Practices,100.0
973,676692,8/13/2020 3:57:19 PM,12/9/2020 5:02:08 PM,8705,1363,Integrative Massage,96.0
974,676693,8/13/2020 3:57:47 PM,8/13/2020 3:57:47 PM,8705,1407,Neuromuscular Massage_800,98.0
975,676694,8/13/2020 3:58:33 PM,8/13/2020 3:58:33 PM,8705,1458,Sports Massage_800,100.0
976,676695,8/13/2020 3:59:01 PM,8/13/2020 3:59:01 PM,8705,1382,Joint & Stretch_800,94.0
977,676696,8/13/2020 3:59:38 PM,8/13/2020 3:59:38 PM,8705,1343,Energy Balancing,96.0
978,676697,8/13/2020 4:00:05 PM,8/13/2020 4:00:05 PM,8705,1336,Eastern Bodywork Techniques,96.0
979,676698,8/13/2020 4:02:25 PM,8/13/2020 4:02:25 PM,8623,1369,Interpersonal Communications_750v2,96.0
980,676699,8/13/2020 4:02:43 PM,8/13/2020 4:02:43 PM,8623,1274,Anatomy & Physiology 1A_750v2,90.0
981,676700,8/13/2020 4:03:00 PM,8/13/2020 4:03:00 PM,8623,1289,Basic Swedish Massage A_750v2,93.0
982,676701,8/13/2020 4:03:30 PM,12/9/2020 5:19:21 PM,8623,1286,Basic Swedish B,92.0
983,676702,8/13/2020 4:03:53 PM,12/9/2020 5:19:40 PM,8623,1277,Anatomy & Physiology 1B,83.0
984,676703,8/13/2020 4:04:14 PM,8/13/2020 4:04:14 PM,8623,1443,Self-Care,100.0
985,676704,8/13/2020 4:06:45 PM,8/13/2020 4:06:45 PM,8623,1280,Anatomy & Physiology 2_750v2,86.0
986,676705,8/13/2020 4:07:03 PM,8/13/2020 4:07:03 PM,8623,1435,Reflexology_750v2,95.0
987,676706,8/13/2020 4:07:24 PM,10/20/2020 9:39:51 AM,8623,1357,Hydrotherapy_750v2,99.0
988,676707,8/13/2020 4:07:45 PM,8/13/2020 4:07:45 PM,8623,1421,Pathology_750v2,92.0
989,676708,8/13/2020 4:08:07 PM,8/13/2020 4:08:07 PM,8623,1337,Eastern Movement Therapies_750v2,100.0
990,676709,8/13/2020 4:08:28 PM,8/13/2020 4:08:28 PM,8623,1262,Advanced Massage Techniques_750v2,90.0
991,676710,8/13/2020 4:09:02 PM,8/13/2020 4:09:02 PM,8623,1344,Ethics & Professionalism_800,100.0
992,676711,8/13/2020 4:09:19 PM,12/9/2020 5:17:36 PM,8623,1283,Assessment & Documentation Skills,100.0
993,676712,8/13/2020 4:09:46 PM,12/9/2020 5:18:28 PM,8623,1454,Special Populations Massage,100.0
994,676713,8/13/2020 4:10:09 PM,8/13/2020 4:10:09 PM,8623,1429,Professional Development,92.0
995,676714,8/13/2020 4:10:28 PM,8/13/2020 4:10:28 PM,8623,1465,Wellness & Nutrition_800,92.0
996,676715,8/13/2020 4:10:45 PM,12/9/2020 5:17:55 PM,8623,1295,Business Practices,80.0
997,676716,8/13/2020 4:11:29 PM,12/9/2020 5:18:51 PM,8623,1363,Integrative Massage,100.0
998,676717,8/13/2020 4:11:49 PM,8/13/2020 4:11:49 PM,8623,1407,Neuromuscular Massage_800,99.0
999,676718,8/13/2020 4:12:13 PM,8/13/2020 4:12:13 PM,8623,1458,Sports Massage_800,100.0
1000,676719,8/13/2020 4:12:29 PM,8/13/2020 4:12:29 PM,8623,1382,Joint & Stretch_800,89.0
1001,676720,8/13/2020 4:12:55 PM,8/13/2020 4:12:55 PM,8623,1343,Energy Balancing,98.0
1002,676721,8/13/2020 4:13:33 PM,8/13/2020 4:13:33 PM,8623,1336,Eastern Bodywork Techniques,94.0
1003,676722,8/13/2020 4:47:39 PM,8/13/2020 4:47:39 PM,8490,1369,Interpersonal Communications_750v2,71.0
1004,676723,8/13/2020 4:48:10 PM,8/13/2020 4:48:10 PM,8490,1274,Anatomy & Physiology 1A_750v2,70.0
1005,676724,8/13/2020 4:48:28 PM,8/13/2020 4:48:28 PM,8490,1289,Basic Swedish Massage A_750v2,90.0
1006,676725,8/13/2020 4:49:19 PM,8/13/2020 4:49:19 PM,8490,1720,Anatomy & Physiology 1B_750v2,72.0
1007,676726,8/13/2020 4:49:51 PM,8/13/2020 4:49:51 PM,8490,1741,Basic Swedish Massage B_750v2,89.0
1008,676727,8/13/2020 4:50:08 PM,8/13/2020 4:50:08 PM,8490,1443,Self-Care,96.0
1009,676728,8/13/2020 4:50:55 PM,8/13/2020 4:50:55 PM,8490,1385,Kinetic Anatomy_750v2,76.0
1010,676729,8/13/2020 4:51:14 PM,9/15/2020 1:15:46 PM,8490,1280,Anatomy & Physiology 2_750v2,83.0
1011,676730,8/13/2020 4:51:37 PM,8/13/2020 4:51:37 PM,8490,1357,Hydrotherapy_750v2,88.0
